pre_state,action,reward,state
2.20872 0.695662 -2.71141 0.361405,1.68985 0.599411 0.263088 1.28113,-96.4647,2.2086 0.695569 -2.61823 0.360771
2.2086 0.695569 -2.61823 0.360771,1.67394 0.595184 0.271506 1.28905,-96.4294,2.20852 0.695474 -2.52565 0.360173
2.20852 0.695474 -2.52565 0.360173,1.60219 0.604898 0.240394 1.28903,-96.3936,2.20847 0.695377 -2.4339 0.359297
2.20847 0.695377 -2.4339 0.359297,1.59879 0.628058 0.234099 1.29447,-96.3576,2.20846 0.69528 -2.34262 0.358554
2.20846 0.69528 -2.34262 0.358554,1.58139 0.611668 0.262563 1.24848,-96.3217,2.20848 0.695183 -2.2519 0.35769
2.20848 0.695183 -2.2519 0.35769,1.56471 0.60074 0.259889 1.25261,-96.2862,2.20854 0.695087 -2.16195 0.356802
2.20854 0.695087 -2.16195 0.356802,1.5716 0.605355 0.270504 1.23673,-96.2514,2.20862 0.694993 -2.07247 0.356002
2.20862 0.694993 -2.07247 0.356002,1.55596 0.600261 0.257141 1.26143,-96.2176,2.20874 0.694901 -1.98372 0.355231
2.20874 0.694901 -1.98372 0.355231,1.53778 0.607966 0.245423 1.25419,-96.1849,2.20889 0.694813 -1.89548 0.354417
2.20889 0.694813 -1.89548 0.354417,1.54396 0.590129 0.247326 1.23828,-96.1538,2.20907 0.694728 -1.80764 0.353575
2.20907 0.694728 -1.80764 0.353575,1.58499 0.577923 0.258239 1.20761,-96.1243,2.20927 0.694648 -1.71964 0.352828
2.20927 0.694648 -1.71964 0.352828,1.58675 0.587325 0.213006 1.22252,-96.0967,2.2095 0.694574 -1.63105 0.35207
2.2095 0.694574 -1.63105 0.35207,1.58064 0.55677 0.269097 1.25883,-96.0713,2.20976 0.694505 -1.54333 0.351563
2.20976 0.694505 -1.54333 0.351563,1.59554 0.4992 0.235458 1.22624,-96.048,2.21003 0.694442 -1.4561 0.350717
2.21003 0.694442 -1.4561 0.350717,1.6061 0.486216 0.245701 1.24456,-96.0272,2.21033 0.694385 -1.36961 0.350024
2.21033 0.694385 -1.36961 0.350024,1.59872 0.460566 0.246725 1.25164,-96.0089,2.21064 0.694335 -1.28415 0.349297
2.21064 0.694335 -1.28415 0.349297,1.61211 0.454955 0.259118 1.27801,-95.9931,2.21097 0.694292 -1.19991 0.348785
2.21097 0.694292 -1.19991 0.348785,1.60061 0.43962 0.235274 1.26163,-95.98,2.2113 0.694257 -1.11653 0.348079
2.2113 0.694257 -1.11653 0.348079,1.58945 0.430234 0.225783 1.30507,-95.9696,2.21165 0.694229 -1.03447 0.347472
2.21165 0.694229 -1.03447 0.347472,1.58813 0.421966 0.238601 1.30629,-95.9619,2.21201 0.694208 -0.953774 0.346925
2.21201 0.694208 -0.953774 0.346925,1.58945 0.430117 0.228738 1.33055,-95.9569,2.21236 0.694194 -0.87428 0.346502
2.21236 0.694194 -0.87428 0.346502,1.5623 0.436418 0.239782 1.35103,-95.9546,2.21273 0.694188 -0.796363 0.346147
2.21273 0.694188 -0.796363 0.346147,1.56988 0.43818 0.245681 1.32836,-95.955,2.21309 0.694189 -0.719519 0.345792
2.21309 0.694189 -0.719519 0.345792,1.55174 0.459004 0.258092 1.3224,-95.958,2.21345 0.694197 -0.643631 0.345495
2.21345 0.694197 -0.643631 0.345495,1.53769 0.438066 0.257984 1.30883,-95.9635,2.2138 0.694212 -0.56879 0.345052
2.2138 0.694212 -0.56879 0.345052,1.50742 0.472508 0.257555 1.26974,-95.9716,2.21415 0.694234 -0.494387 0.344518
2.21415 0.694234 -0.494387 0.344518,1.47499 0.461851 0.256148 1.30331,-95.9821,2.2145 0.694262 -0.421155 0.343986
2.2145 0.694262 -0.421155 0.343986,1.44295 0.44486 0.246302 1.31942,-95.9949,2.21483 0.694297 -0.349516 0.343344
2.21483 0.694297 -0.349516 0.343344,1.44174 0.450073 0.233639 1.34995,-96.01,2.21515 0.694338 -0.279402 0.342826
2.21515 0.694338 -0.279402 0.342826,1.44568 0.443271 0.241332 1.34895,-96.0272,2.21546 0.694385 -0.210713 0.342358
2.21546 0.694385 -0.210713 0.342358,1.46168 0.426997 0.212718 1.37053,-96.0463,2.21576 0.694437 -0.143192 0.3419
2.21576 0.694437 -0.143192 0.3419,1.47723 0.408375 0.236546 1.37351,-96.0673,2.21604 0.694494 -0.077008 0.341557
2.21604 0.694494 -0.077008 0.341557,1.45096 0.427635 0.248765 1.39737,-96.0901,2.21631 0.694556 -0.0124477 0.34134
2.21631 0.694556 -0.0124477 0.34134,1.46871 0.418166 0.277964 1.37712,-96.1144,2.21656 0.694622 0.0506788 0.341198
2.21656 0.694622 0.0506788 0.341198,1.4525 0.420673 0.291718 1.36033,-96.1401,2.21679 0.694691 0.11243 0.341009
2.21679 0.694691 0.11243 0.341009,1.43584 0.414501 0.283413 1.36783,-96.1671,2.21701 0.694765 0.172732 0.340752
2.21701 0.694765 0.172732 0.340752,1.47153 0.448739 0.294872 1.40922,-96.1954,2.21721 0.694841 0.231931 0.340939
2.21721 0.694841 0.231931 0.340939,1.50085 0.413539 0.321602 1.40554,-96.2248,2.2174 0.694921 0.289844 0.341172
2.2174 0.694921 0.289844 0.341172,1.49558 0.412333 0.29367 1.39981,-96.2551,2.21756 0.695003 0.346897 0.341248
2.21756 0.695003 0.346897 0.341248,1.53361 0.41446 0.310388 1.43069,-96.2863,2.21771 0.695087 0.403105 0.341624
2.21771 0.695087 0.403105 0.341624,1.55974 0.407264 0.326741 1.4339,-96.3183,2.21784 0.695174 0.458549 0.342105
2.21784 0.695174 0.458549 0.342105,1.54706 0.445422 0.319191 1.45249,-96.351,2.21795 0.695262 0.513462 0.342679
2.21795 0.695262 0.513462 0.342679,1.52093 0.442635 0.306038 1.48753,-96.3842,2.21805 0.695352 0.567362 0.343186
2.21805 0.695352 0.567362 0.343186,1.51386 0.459669 0.300646 1.49716,-96.418,2.21812 0.695443 0.620411 0.343705
2.21812 0.695443 0.620411 0.343705,1.53871 0.467227 0.300165 1.49115,-96.4521,2.21818 0.695535 0.673106 0.344276
2.21818 0.695535 0.673106 0.344276,1.5285 0.424903 0.288727 1.47748,-96.4866,2.21821 0.695628 0.72519 0.344535
2.21821 0.695628 0.72519 0.344535,1.54941 0.441815 0.266103 1.47061,-96.5211,2.21823 0.695721 0.777435 0.344805
2.21823 0.695721 0.777435 0.344805,1.53223 0.46518 0.284538 1.47358,-96.5558,2.21823 0.695814 0.829663 0.345151
2.21823 0.695814 0.829663 0.345151,1.51762 0.458733 0.278299 1.46863,-96.5905,2.21821 0.695908 0.881773 0.345359
2.21821 0.695908 0.881773 0.345359,1.56102 0.490752 0.266326 1.4936,-96.625,2.21817 0.696001 0.934433 0.345858
2.21817 0.696001 0.934433 0.345858,1.53984 0.475698 0.276585 1.49476,-96.6594,2.21812 0.696093 0.987088 0.346235
2.21812 0.696093 0.987088 0.346235,1.54062 0.444623 0.260962 1.50746,-96.6934,2.21804 0.696184 1.03945 0.346469
2.21804 0.696184 1.03945 0.346469,1.52313 0.413764 0.266551 1.51491,-96.727,2.21794 0.696274 1.0909 0.346563
2.21794 0.696274 1.0909 0.346563,1.51956 0.402618 0.267373 1.50469,-96.76,2.21783 0.696363 1.14147 0.346566
2.21783 0.696363 1.14147 0.346566,1.55825 0.412676 0.248889 1.49336,-96.7925,2.2177 0.69645 1.19207 0.346635
2.2177 0.69645 1.19207 0.346635,1.54372 0.433845 0.270939 1.50156,-96.8243,2.21755 0.696536 1.24245 0.346827
2.21755 0.696536 1.24245 0.346827,1.518 0.408045 0.282663 1.49323,-96.8554,2.21739 0.696619 1.29206 0.346837
2.21739 0.696619 1.29206 0.346837,1.54521 0.413063 0.275212 1.49688,-96.8857,2.21721 0.6967 1.34133 0.346946
2.21721 0.6967 1.34133 0.346946,1.54349 0.392313 0.242788 1.51369,-96.915,2.21702 0.696779 1.39024 0.346914
2.21702 0.696779 1.39024 0.346914,1.52001 0.432819 0.252164 1.52064,-96.9434,2.21681 0.696855 1.43883 0.347
2.21681 0.696855 1.43883 0.347,1.50804 0.434646 0.247685 1.49497,-96.9708,2.21658 0.696928 1.48732 0.34694
2.21658 0.696928 1.48732 0.34694,1.52669 0.404913 0.243138 1.47555,-96.997,2.21635 0.696998 1.53587 0.346764
2.21635 0.696998 1.53587 0.346764,1.53476 0.388648 0.263362 1.47009,-97.0221,2.2161 0.697065 1.58424 0.346623
2.2161 0.697065 1.58424 0.346623,1.51544 0.390604 0.301117 1.46125,-97.0461,2.21584 0.697129 1.63194 0.346532
2.21584 0.697129 1.63194 0.346532,1.50319 0.399633 0.298823 1.49648,-97.0688,2.21556 0.69719 1.67865 0.346551
2.21556 0.69719 1.67865 0.346551,1.53497 0.377498 0.292853 1.52093,-97.0903,2.21528 0.697247 1.72438 0.346666
2.21528 0.697247 1.72438 0.346666,1.55951 0.378605 0.308487 1.49161,-97.1105,2.21499 0.697301 1.76962 0.346815
2.21499 0.697301 1.76962 0.346815,1.59212 0.362777 0.308802 1.48455,-97.1295,2.21469 0.697352 1.81466 0.346987
2.21469 0.697352 1.81466 0.346987,1.60483 0.353264 0.316968 1.47882,-97.1472,2.21438 0.697399 1.85952 0.347166
2.21438 0.697399 1.85952 0.347166,1.61468 0.316688 0.293911 1.4751,-97.1637,2.21406 0.697443 1.90422 0.347146
2.21406 0.697443 1.90422 0.347146,1.62012 0.354031 0.303446 1.43747,-97.1787,2.21374 0.697483 1.94952 0.347178
2.21374 0.697483 1.94952 0.347178,1.61356 0.370929 0.341258 1.44123,-97.1924,2.21341 0.697519 1.99504 0.347388
2.21341 0.697519 1.99504 0.347388,1.64018 0.375081 0.351091 1.44242,-97.2047,2.21307 0.697552 2.04097 0.347728
2.21307 0.697552 2.04097 0.347728,1.59056 0.388982 0.357728 1.46888,-97.2156,2.21273 0.697581 2.08656 0.348033
2.21273 0.697581 2.08656 0.348033,1.59971 0.416518 0.334436 1.48016,-97.2249,2.21238 0.697606 2.13233 0.348401
2.21238 0.697606 2.13233 0.348401,1.5912 0.401648 0.334096 1.43128,-97.2328,2.21203 0.697627 2.17855 0.34849
2.21203 0.697627 2.17855 0.34849,1.56721 0.445957 0.341212 1.41169,-97.2391,2.21168 0.697644 2.22553 0.3486
2.21168 0.697644 2.22553 0.3486,1.53572 0.473305 0.29754 1.40607,-97.2437,2.21132 0.697656 2.27368 0.348516
2.21132 0.697656 2.27368 0.348516,1.52691 0.462584 0.3037 1.39084,-97.2467,2.21096 0.697664 2.32278 0.348339
2.21096 0.697664 2.32278 0.348339,1.55027 0.459032 0.34249 1.37815,-97.2479,2.2106 0.697667 2.37268 0.348335
2.2106 0.697667 2.37268 0.348335,1.53109 0.420443 0.352149 1.37689,-97.2474,2.21024 0.697666 2.42261 0.34816
2.21024 0.697666 2.42261 0.34816,1.53134 0.400564 0.316111 1.34644,-97.2453,2.20988 0.69766 2.47306 0.347699
2.20988 0.69766 2.47306 0.347699,1.54995 0.436755 0.308351 1.33881,-97.2414,2.20953 0.69765 2.52472 0.347409
2.20953 0.69765 2.52472 0.347409,1.52898 0.428671 0.302341 1.34966,-97.2357,2.20917 0.697635 2.57713 0.347056
2.20917 0.697635 2.57713 0.347056,1.52109 0.451843 0.278721 1.35405,-97.2282,2.20882 0.697615 2.63056 0.346716
2.20882 0.697615 2.63056 0.346716,1.52605 0.455324 0.326764 1.3687,-97.219,2.20848 0.69759 2.68435 0.346648
2.20848 0.69759 2.68435 0.346648,1.52024 0.452558 0.341311 1.364,-97.2079,2.20814 0.697561 2.73828 0.346589
2.20814 0.697561 2.73828 0.346589,1.51491 0.438191 0.329146 1.35086,-97.1952,2.20781 0.697527 2.79237 0.346379
2.20781 0.697527 2.79237 0.346379,1.53158 0.426548 0.342046 1.29583,-97.1808,2.20748 0.697488 2.84712 0.346055
2.20748 0.697488 2.84712 0.346055,1.53747 0.431238 0.334401 1.28441,-97.1647,2.20716 0.697446 2.90277 0.345726
2.20716 0.697446 2.90277 0.345726,1.52586 0.422941 0.336201 1.26721,-97.147,2.20686 0.697398 2.95918 0.345299
2.20686 0.697398 2.95918 0.345299,1.53865 0.425735 0.317886 1.24996,-97.1278,2.20656 0.697347 3.01681 0.344834
2.20656 0.697347 3.01681 0.344834,1.49876 0.432701 0.30594 1.2811,-97.1069,2.20628 0.697291 3.07499 0.344355
2.20628 0.697291 3.07499 0.344355,1.51232 0.446419 0.282561 1.26633,-97.0845,2.20601 0.697232 3.13433 0.343874
2.20601 0.697232 3.13433 0.343874,1.49904 0.440399 0.273433 1.28643,-97.0607,2.20575 0.697168 -3.08878 0.3434
2.20575 0.697168 -3.08878 0.3434,1.47673 0.450548 0.276873 1.29978,-97.0354,2.20551 0.6971 -3.02837 0.342976
2.20551 0.6971 -3.02837 0.342976,1.47001 0.466527 0.283537 1.27827,-97.0088,2.20529 0.697029 -2.96741 0.342564
2.20529 0.697029 -2.96741 0.342564,1.49046 0.462618 0.309899 1.26791,-96.9809,2.20508 0.696955 -2.90594 0.342295
2.20508 0.696955 -2.90594 0.342295,1.50777 0.44556 0.291173 1.23534,-96.952,2.20489 0.696877 -2.84349 0.341868
2.20489 0.696877 -2.84349 0.341868,1.50872 0.449532 0.277648 1.22069,-96.9219,2.20472 0.696797 -2.77982 0.341392
2.20472 0.696797 -2.77982 0.341392,1.51552 0.431926 0.265365 1.22145,-96.891,2.20457 0.696714 -2.71506 0.340873
2.20457 0.696714 -2.71506 0.340873,1.52781 0.437235 0.247824 1.20869,-96.8592,2.20444 0.696629 -2.64884 0.340348
2.20444 0.696629 -2.64884 0.340348,1.48933 0.463067 0.272194 1.21206,-96.8268,2.20434 0.696542 -2.58177 0.339914
2.20434 0.696542 -2.58177 0.339914,1.48312 0.490478 0.238922 1.18335,-96.7937,2.20425 0.696454 -2.51307 0.339369
2.20425 0.696454 -2.51307 0.339369,1.4553 0.47957 0.219616 1.21781,-96.7602,2.20419 0.696364 -2.44351 0.338783
2.20419 0.696364 -2.44351 0.338783,1.46634 0.472518 0.215153 1.23416,-96.7265,2.20416 0.696273 -2.3733 0.338293
2.20416 0.696273 -2.3733 0.338293,1.4662 0.483522 0.203005 1.22403,-96.6926,2.20415 0.696182 -2.30216 0.3378
2.20415 0.696182 -2.30216 0.3378,1.45811 0.504955 0.189638 1.21512,-96.6589,2.20417 0.696091 -2.22984 0.337311
2.20417 0.696091 -2.22984 0.337311,1.47292 0.47821 0.159833 1.19109,-96.6253,2.20421 0.696001 -2.15605 0.336629
2.20421 0.696001 -2.15605 0.336629,1.47539 0.469915 0.150588 1.21084,-96.5923,2.20427 0.695912 -2.08118 0.336012
2.20427 0.695912 -2.08118 0.336012,1.48165 0.488679 0.114926 1.20386,-96.5599,2.20437 0.695825 -2.00465 0.335379
2.20437 0.695825 -2.00465 0.335379,1.45688 0.478773 0.0806131 1.19046,-96.5284,2.20449 0.695741 -1.92657 0.334505
2.20449 0.695741 -1.92657 0.334505,1.49465 0.45092 0.0947469 1.20321,-96.498,2.20463 0.695659 -1.84733 0.333821
2.20463 0.695659 -1.84733 0.333821,1.52766 0.449379 0.126982 1.19866,-96.4689,2.2048 0.69558 -1.76706 0.333391
2.2048 0.69558 -1.76706 0.333391,1.55204 0.407575 0.11315 1.20622,-96.4412,2.205 0.695505 -1.68603 0.33291
2.205 0.695505 -1.68603 0.33291,1.57188 0.38654 0.125777 1.20973,-96.4151,2.20521 0.695435 -1.60455 0.332514
2.20521 0.695435 -1.60455 0.332514,1.52989 0.392849 0.111799 1.20876,-96.3909,2.20545 0.69537 -1.52289 0.331971
2.20545 0.69537 -1.52289 0.331971,1.50171 0.374566 0.108105 1.22764,-96.3686,2.2057 0.695309 -1.44174 0.331358
2.2057 0.695309 -1.44174 0.331358,1.51377 0.371583 0.0899804 1.2089,-96.3484,2.20598 0.695255 -1.36053 0.330692
2.20598 0.695255 -1.36053 0.330692,1.50175 0.34831 0.0766293 1.18922,-96.3305,2.20626 0.695207 -1.2793 0.329837
2.20626 0.695207 -1.2793 0.329837,1.49744 0.339144 0.113895 1.22234,-96.3149,2.20657 0.695164 -1.19893 0.329238
2.20657 0.695164 -1.19893 0.329238,1.502 0.329966 0.118042 1.21758,-96.3016,2.20688 0.695129 -1.11933 0.328664
2.20688 0.695129 -1.11933 0.328664,1.51541 0.316621 0.113609 1.25874,-96.2908,2.2072 0.695099 -1.04078 0.328257
2.2072 0.695099 -1.04078 0.328257,1.50727 0.325499 0.139238 1.24926,-96.2824,2.20753 0.695077 -0.963293 0.327938
2.20753 0.695077 -0.963293 0.327938,1.45801 0.34245 0.174495 1.23732,-96.2764,2.20787 0.69506 -0.88729 0.32761
2.20787 0.69506 -0.88729 0.32761,1.44359 0.359393 0.179114 1.24472,-96.2729,2.20821 0.695051 -0.812663 0.327355
2.20821 0.695051 -0.812663 0.327355,1.40724 0.337706 0.152096 1.25448,-96.2718,2.20855 0.695048 -0.73965 0.326857
2.20855 0.695048 -0.73965 0.326857,1.38877 0.342831 0.159585 1.24214,-96.273,2.20889 0.695051 -0.668118 0.32633
2.20889 0.695051 -0.668118 0.32633,1.36952 0.309648 0.182158 1.23526,-96.2765,2.20922 0.695061 -0.598587 0.325713
2.20922 0.695061 -0.598587 0.325713,1.37659 0.322612 0.172886 1.26266,-96.2822,2.20956 0.695076 -0.530774 0.325271
2.20956 0.695076 -0.530774 0.325271,1.33561 0.349729 0.159892 1.27168,-96.2901,2.20989 0.695097 -0.464563 0.324798
2.20989 0.695097 -0.464563 0.324798,1.32582 0.351109 0.106919 1.29027,-96.3,2.21021 0.695124 -0.399481 0.324209
2.21021 0.695124 -0.399481 0.324209,1.30061 0.359195 0.111028 1.30989,-96.312,2.21052 0.695157 -0.335821 0.323684
2.21052 0.695157 -0.335821 0.323684,1.29303 0.333882 0.0994639 1.30534,-96.3259,2.21082 0.695194 -0.273589 0.323025
2.21082 0.695194 -0.273589 0.323025,1.29398 0.338526 0.118948 1.27218,-96.3416,2.21112 0.695237 -0.212415 0.322383
2.21112 0.695237 -0.212415 0.322383,1.2773 0.333679 0.10487 1.24828,-96.359,2.2114 0.695284 -0.152004 0.32158
2.2114 0.695284 -0.152004 0.32158,1.285 0.334006 0.0925766 1.2493,-96.378,2.21167 0.695335 -0.0920667 0.32082
2.21167 0.695335 -0.0920667 0.32082,1.29624 0.32685 0.0723791 1.24063,-96.3985,2.21192 0.69539 -0.0322019 0.320027
2.21192 0.69539 -0.0322019 0.320027,1.29066 0.318518 0.0672558 1.24124,-96.4205,2.21217 0.69545 0.027499 0.319224
2.21217 0.69545 0.027499 0.319224,1.29982 0.282238 0.0596859 1.2413,-96.4438,2.21239 0.695513 0.0868476 0.318355
2.21239 0.695513 0.0868476 0.318355,1.29633 0.247809 0.0659469 1.21464,-96.4684,2.2126 0.695579 0.145698 0.317343
2.2126 0.695579 0.145698 0.317343,1.34365 0.23231 0.103899 1.23208,-96.494,2.2128 0.695648 0.203857 0.316703
2.2128 0.695648 0.203857 0.316703,1.34955 0.25345 0.10778 1.24054,-96.5206,2.21298 0.695719 0.261554 0.316242
2.21298 0.695719 0.261554 0.316242,1.35345 0.219843 0.109783 1.23849,-96.5481,2.21314 0.695794 0.318527 0.315709
2.21314 0.695794 0.318527 0.315709,1.34752 0.209174 0.124457 1.25083,-96.5764,2.21329 0.69587 0.374393 0.315248
2.21329 0.69587 0.374393 0.315248,1.37486 0.198886 0.133723 1.21771,-96.6054,2.21342 0.695948 0.429699 0.314794
2.21342 0.695948 0.429699 0.314794,1.42367 0.206958 0.161149 1.22629,-96.635,2.21353 0.696027 0.484724 0.314693
2.21353 0.696027 0.484724 0.314693,1.42086 0.203246 0.158043 1.24357,-96.6652,2.21363 0.696108 0.539277 0.314626
2.21363 0.696108 0.539277 0.314626,1.45766 0.211853 0.181498 1.25931,-96.6958,2.21371 0.696191 0.593474 0.314856
2.21371 0.696191 0.593474 0.314856,1.45879 0.185216 0.18238 1.25021,-96.7267,2.21378 0.696274 0.647167 0.314954
2.21378 0.696274 0.647167 0.314954,1.50005 0.170111 0.175778 1.21869,-96.758,2.21383 0.696358 0.701085 0.315004
2.21383 0.696358 0.701085 0.315004,1.48575 0.179075 0.138125 1.21477,-96.7894,2.21386 0.696442 0.755587 0.314887
2.21386 0.696442 0.755587 0.314887,1.45185 0.188907 0.152651 1.20028,-96.8209,2.21387 0.696527 0.81036 0.314696
2.21387 0.696527 0.81036 0.314696,1.46872 0.192765 0.208919 1.1918,-96.8525,2.21387 0.696611 0.865092 0.314754
2.21387 0.696611 0.865092 0.314754,1.47153 0.171841 0.194877 1.18987,-96.884,2.21385 0.696695 0.919763 0.314691
2.21385 0.696695 0.919763 0.314691,1.49469 0.184621 0.195934 1.1844,-96.9153,2.21382 0.696779 0.974806 0.314741
2.21382 0.696779 0.974806 0.314741,1.46895 0.176108 0.175089 1.16272,-96.9464,2.21376 0.696863 1.03027 0.314522
2.21376 0.696863 1.03027 0.314522,1.44914 0.149923 0.194431 1.18122,-96.9772,2.2137 0.696945 1.08523 0.314289
2.2137 0.696945 1.08523 0.314289,1.44499 0.180527 0.192306 1.16939,-97.0075,2.21361 0.697026 1.14016 0.314115
2.21361 0.697026 1.14016 0.314115,1.43765 0.184245 0.220674 1.16953,-97.0374,2.21351 0.697106 1.19472 0.314038
2.21351 0.697106 1.19472 0.314038,1.44984 0.138267 0.234612 1.14571,-97.0668,2.2134 0.697184 1.24871 0.313816
2.2134 0.697184 1.24871 0.313816,1.44399 0.0861858 0.230973 1.14095,-97.0955,2.21327 0.697261 1.30165 0.313379
2.21327 0.697261 1.30165 0.313379,1.44292 0.0898007 0.250293 1.17772,-97.1236,2.21312 0.697336 1.35309 0.313174
2.21312 0.697336 1.35309 0.313174,1.43174 0.0667701 0.211884 1.20632,-97.151,2.21297 0.697409 1.40292 0.31283
2.21297 0.697409 1.40292 0.31283,1.43847 0.0803757 0.236551 1.20817,-97.1777,2.2128 0.69748 1.45121 0.312671
2.2128 0.69748 1.45121 0.312671,1.42905 0.0671282 0.262411 1.17682,-97.2037,2.21262 0.697549 1.49794 0.312426
2.21262 0.697549 1.49794 0.312426,1.46936 0.0392643 0.282391 1.17471,-97.229,2.21243 0.697617 1.54318 0.312302
2.21243 0.697617 1.54318 0.312302,1.47095 0.0223852 0.292754 1.16682,-97.2535,2.21223 0.697682 1.58687 0.312142
2.21223 0.697682 1.58687 0.312142,1.4539 0 0.278223 1.16755,-97.2773,2.21203 0.697745 1.62887 0.311807
2.21203 0.697745 1.62887 0.311807,1.45051 0 0.283785 1.17811,-97.3004,2.21181 0.697807 1.66911 0.31154
2.21181 0.697807 1.66911 0.31154,1.44602 0 0.285919 1.16776,-97.3228,2.21159 0.697866 1.70776 0.311246
2.21159 0.697866 1.70776 0.311246,1.41548 7.4029e-05 0.278136 1.17605,-97.3445,2.21136 0.697924 1.74462 0.310867
2.21136 0.697924 1.74462 0.310867,1.4626 0 0.248667 1.19863,-97.3655,2.21113 0.69798 1.78037 0.310653
2.21113 0.69798 1.78037 0.310653,1.4814 0 0.232529 1.22552,-97.3859,2.21088 0.698034 1.81518 0.310556
2.21088 0.698034 1.81518 0.310556,1.47432 0 0.19128 1.25897,-97.4055,2.21064 0.698086 1.84912 0.310413
2.21064 0.698086 1.84912 0.310413,1.4729 0 0.23935 1.26435,-97.4245,2.21039 0.698137 1.88166 0.31046
2.21039 0.698137 1.88166 0.31046,1.47382 0.00519848 0.246154 1.23704,-97.4428,2.21013 0.698185 1.91317 0.310455
2.21013 0.698185 1.91317 0.310455,1.46913 0.00708944 0.219882 1.22219,-97.4605,2.20987 0.698232 1.94412 0.310297
2.20987 0.698232 1.94412 0.310297,1.46932 0 0.239825 1.22168,-97.4776,2.2096 0.698277 1.97426 0.310193
2.2096 0.698277 1.97426 0.310193,1.49911 0 0.254584 1.23889,-97.494,2.20933 0.698321 2.00361 0.310311
2.20933 0.698321 2.00361 0.310311,1.4728 0 0.278549 1.23145,-97.5099,2.20905 0.698363 2.03177 0.310386
2.20905 0.698363 2.03177 0.310386,1.48524 0 0.254383 1.28059,-97.5252,2.20878 0.698404 2.05867 0.310587
2.20878 0.698404 2.05867 0.310587,1.48397 0 0.263343 1.28474,-97.5399,2.20849 0.698443 2.08422 0.310815
2.20849 0.698443 2.08422 0.310815,1.48935 0 0.253099 1.31039,-97.5542,2.20821 0.69848 2.10838 0.3111
2.20821 0.69848 2.10838 0.3111,1.49868 0 0.248173 1.32063,-97.5679,2.20792 0.698517 2.13125 0.311417
2.20792 0.698517 2.13125 0.311417,1.47063 0 0.262603 1.25577,-97.5812,2.20763 0.698552 2.15314 0.31144
2.20763 0.698552 2.15314 0.31144,1.47976 0 0.246827 1.27586,-97.5941,2.20734 0.698586 2.17413 0.311509
2.20734 0.698586 2.17413 0.311509,1.45702 0 0.278913 1.24328,-97.6065,2.20705 0.698619 2.19402 0.311493
2.20705 0.698619 2.19402 0.311493,1.46063 0 0.306246 1.22912,-97.6186,2.20675 0.698651 2.21275 0.311536
2.20675 0.698651 2.21275 0.311536,1.49184 0 0.302094 1.22478,-97.6304,2.20645 0.698682 2.23079 0.311655
2.20645 0.698682 2.23079 0.311655,1.4784 0 0.300938 1.23631,-97.6418,2.20615 0.698712 2.24791 0.311755
2.20615 0.698712 2.24791 0.311755,1.46537 0 0.314956 1.19376,-97.6529,2.20585 0.698742 2.2643 0.311705
2.20585 0.698742 2.2643 0.311705,1.48174 0 0.299222 1.16744,-97.6638,2.20555 0.698771 2.28059 0.311568
2.20555 0.698771 2.28059 0.311568,1.47823 0 0.313834 1.13926,-97.6744,2.20525 0.698799 2.29691 0.311382
2.20525 0.698799 2.29691 0.311382,1.47195 0 0.333283 1.11856,-97.6847,2.20494 0.698826 2.31319 0.311182
2.20494 0.698826 2.31319 0.311182,1.44257 0 0.327029 1.1225,-97.6948,2.20464 0.698852 2.32914 0.310885
2.20464 0.698852 2.32914 0.310885,1.43069 0 0.316381 1.11418,-97.7046,2.20433 0.698878 2.34487 0.310502
2.20433 0.698878 2.34487 0.310502,1.40896 0 0.336246 1.09739,-97.7141,2.20403 0.698904 2.3601 0.310078
2.20403 0.698904 2.3601 0.310078,1.39965 0 0.35477 1.10874,-97.7234,2.20372 0.698928 2.37444 0.309754
